video_id,comments
HIqvJVucwwA,"['Thanks for that pro tip. I am starting a channel and I’ve noticed that titles are indeed the most important thing', 'ali u are my inspiration ❤❤.take love ❤️😘', 'Nice tip! thanks for the heads-up', 'Great stuff, keep it up', 'Thank you!', ""It's the same with book titles."", 'bro! the title is fixed. like fixed fixed and optimised even before writing the video! crazy.(:', 'Thank you Aliabdaal', 'I have to learn a lot in YT world.', ""Honestly I don't even read your titles, I just see that you have a new video out and I click on it."", 'Is this made by ai', 'This is a machine learning task. If you give me the titles and the amount of views each has gathered, I can develop an NLP-based supervised pipeline and even generate new titles using transformers that have a high probability of becoming viral.']"
HJgnBktX5_0,"['To access the notes to hundreds of books and get 25% off the annual premium subscription of Blinkist, visit www.blinkist.com/aliabdaal\n\nTimestamps\n00:00 Intro\n01:00 Perception\n03:00 Action\n06:10 Will', 'Hey Ali, do you mind telling me what audio equipment you use?', 'U R wised man 💚', 'Plz review Limitless book by Jim Kwik', '5:00 Ad ;)', '“We suffer more often in imagination than in reality”\n―  Seneca', 'Overthinking in a nutshell', 'Not a literary reference but in the 2004 Guy Richie film Revolver, one of the themes is real enemies vs perceived enemies ( I guess insult vs injury).', 'https://youtu.be/kSMpHdDPtns', ""“You don't have to be great to start, but you have to start to be great”\n― Zig Ziglar"", '“Making mistakes is better than faking perfection.”\n-- Anonymous', ""Ali's Son: Why is my sister's name Rose\nAli : Oh that's because you mum loves roses\nAli's Son: Thanks Dad\nAli: No problem Spaced Repetition"", ""Ali's Other Son: Hey Dad, jog my memory...what's the origin of my name\nAli: Just a minute, Active Recall. I'm busy talking to your twin"", '🤣🤣🤣🤣🤣🤣🤣', '😅😂😂', '^^^^^^^^^!!!!!!!!', ""Ask, 'Why is this so unbearable? Why can't I endure it?' You'll be embarrassed to answer. ~Marcus Aurelius"", 'I found this book (or it found me) 3 years ago during probably one of the darkest times of my life and it truly turned me around.  ""I judge you unfortunate because you have never lived through misfortune.  You have passed through life without an opponent-no one can ever know what you are capable of, not even you."" - Seneca', 'Wow!', 'How is this book different to the white one?', '@@arthur5771 I assume you mean Ego is the Enemy?  Ego is the enemy teaches us about how we are often our own worst enemies and are often the cause for much of our own suffering.  The Obstacle is the Way is about learning how to channel your energy into things.  How to target those things we find the most challenging and how those things can help us learn about ourselves, grow, and often bring us the most reward.', '@@Azn_Bran oh I mean the white obstacle is the way, the timeless art of turning trials into triumph', 'Ali: Reading\n\n\n\nMe: Watching videos of people reading', ""LIterally a life changing book. I can't describe how much more serenity I have in my life since I discovered Stoicism."", 'Oh my...the transition to sponsorship is getting smoother and smoother now😯  gonna catch you before you start next time~ games on haha', 'Best book of all time. Read this and your perspective on life will change forever', 'High praise, might have to get this on audible now 🤔', ""@@StateBiscuit 😂 c'mon bro. The fact you're watching this vid in the first place suggests otherwise"", 'This video could not have been released at a better time. I’ve just spent the past 9 months studying for an actuarial exam that I just sat today, which am pretty sure I failed. I went through a roller coaster of emotions today and realised I need to control my anxiety and overcome issues better.  I will definitely give this one a read !', '""The biggest obstacles in our lives are the barriers our mind creates""....\nThank you for your book reviews🥰🥰... am always waiting for your Book Club videos😍😍']"
HJyrY3bRTn4,"['Ali’s Tesla is going to be practically free after this Adsense money pays for the rest of it 😎', 'Lmaooo!', 'YUP! Get it man!', 'Name checks out', 'Adblocker', ""Use YouTube vanced. It's ad free."", 'Did i just watch a 6-minute video on taxes in the UK as a Canadian living in Canada? Yup.', 'Come to the U.K. we need smart people', 'Depending on where you are in CA will determine inscentivization of Green vehicles. For an instance in Ontario, our Premiere unfortunately scrap any inscentives for green vehicles. :\\', ""I'm now low-key pondering and wondering if crossing the border buying an EV in GB as a business expense work (if I registered a company for that first) would work, even tho I currently live in Germany."", 'same im canadian and i have no idea why i finished this video', ""Well, I am watching this as an Indian, who is still in college and drives my fathers old car (I probably won't even buy a car in the upcoming 10 years)\nBut here I am, still watching a video on UK Taxes instead of studying for the exam tomorrow.\nFunny how procrastination works."", ""Ali: Mom, can I get a new toy?\nMom: No, it's too expensive\nAli: *...*"", 'Ha ha ha', '*mum', '@@zakr1187 both mom and mum work', '@@zakr1187 r/woosh', 'lamest commenters', ""So take the adsense money from this, buy another tesla for your mom, make a vid, take that vid's adsense revenue, and buy more teslas and make more vids until you pass it on to me, I will be waiting thanks."", 'GENIUS 😂', 'Lol', 'YOU REALLY SOLVED OUR ISSUES AHH!!!🤣 ALI YOU HEARD IT HERE FIRST', 'Mr.Beast in a nutshell (not only with adsense but with sponsor)', 'Inception lol', 'What he didn’t mention in the video:\n- If the car is sold for example in 3 years for £30,000 he would need to pay corporation tax of £6,000\n- While he is not repaying his student loan, he is still paying interest of £3,000/year\n- Ali does not own the car (the company does) and if he wants to transfer ownership to his name, he would still need to pay 32% taxes on it.', 'Fully agree. His video only makes sense for this year. Not for the years after this, in the end could be worseoff, since paying more interest on student loan As well. But than again, he drives a tesla', ""Yeah. So that's beneficial.\n Since he will be getting money out it (net of taxes)"", 'Hey, interesting points. Isn’t he also assuming that he would have taken out the rest of the money as dividends instead of retaining it in the business? since he has a steady income stream, he would probably not pay out that money as dividend right?', 'What I was thinking as well..\n\nWait for the new tax year. The IR35 was supposed to be introduced this year 2019/2010 tax year but got delayed due to the pandemic.\nThat will make things more sticky for smaller businesses and self employed people', 'I\'m not sure if the summary is correct here to calculate the savings? You aren\'t really ""buying"" it for $24k in the cash scenario right? You only will have spending power of $24k even though you outlay was -$50k from the business and that remaining $24k is not enough to buy the Tesla']"
HKGAzzqkfWM,"['Thank you Ali. Profound perspective', 'Thr drive I need to keep at the side hustle!', 'Thank you ❤', 'But how exactly did you do that?', 'The thing that made you more productive is that you left medicine which energy drain job then you have the time to be more productive 😅', 'which podcast episode is this?', '❤❤❤', 'Did you cut costs and fire your editor? Because that last short video was awesome. Since then, your shorts have become more cringe-worthy than mine.', 'Who’s he talking to?', 'What are all these btc comments 🤷🏽\u200d♂️', 'Does Ali work as a doctor now or does he just do YouTube?']"
HPcIwHwZIhI,"['I love it when you get ‘existential’ and think over these things on video because it legit feels like someone speaking my heart out loud! ♥️', 'Even as a 15 year old, your content has really changed the way I think of the world around me and how I deal with various circumstances. I hope you continue to inspire others too.', ""You're succeeding at the goal of guide, not guru bit. I keep coming back to this channel because it looks like you're learning, growing and sharing your journey rather than telling us what is right or wrong. Love that."", 'Very inspiring video. I appreciate it greatly. I am a 44 yr old from the midwestern US who has had many different jobs over the years. From restaurants; to construction, to factories, IT and admin. This is a very exciting time to live in as we can learn what we want and communicate so much easier. I am fascinated by so much and getting more organized and interested in things than ever before.', 'Ali I’ve been in a weird place right now and this video helped me confront my own fears and find a place to forgive myself for all I’ve been going through right now, thank you, just thank you so much', ""I personally follow this channel because of Ali's openess and honesty, he's always very honest about what he's feeling and even his shortcomings. You always know what you're going to get with him."", 'As I hear you...what you want from life, what are the things that matter....I start questioning myself the same. Your videos always help to get a greater perspective. You inspire me a lot ❤️', 'In 2019, I decided to say yes to everything because I was going through a career change / specialization, but in 2020 I said no to anything that didn’t make me money because I needed to be very intentional with my time because I had my kids at home 24/7 and I didn’t think it was fair for them to have a “too busy / too stressed” mom. For 2022, I am shifting to saying yes to projects I love AND make money. 💝\n\nThe fear setting exercise is amazing!!!', ""I enjoy this type of content, and it reminds me that I'm not alone in my thoughts which encourages me to keep working on myself. I'm excited to try Tim Ferriss's fear setting exercise, mainly because I am currently creating my vision board/future planning for 2022. I was feeling hella intimidated about doing it before. But now, I am looking forward to the planning process and putting those plans into action."", 'I’m really excited about this “quality over quantity” mindset.  I feel like it’s not only personally fulfilling for you, it also values your viewers’ time and attention a lot more.  This is a really positive sign for the future of the channel and your business.', 'Awwww, I lost my heart because I just HAD to fix a grammatical error. 😂', 'i like watching Ali thinking about his life (work, passion, meaning etc) because I find it hard to think about big questions alone. when I listen to him I feel like ""Yeah Ren you can dive deep into this stuff too""', ""Forget about the 10 productivity tips. There's so much value in how you share your deep insight to the world. Personally, when i'm not working I have my days off like you: wake up, read, journaling prn, exercise, eat, etc"", 'One of the genuine good guys on the Internet. High level, honest, helpful. Thank you 🙏🏻', 'Love the mix between real time action and thoughts verbalised.', 'Keep doing what you love.  I have rarely commented, but today I wanted to say that I enjoy your content.', ""I started following you 2years back and I'm glad to find genuine guide"", ""I love how this video wasn't some unrealistic hype video where you pretend you perform your absolute best every single day. \n\nInstead, you wake up and read some Tim ferris blogs, and contemplate where you want to take your life and business. \n\nSo authentic, great stuff Ali. I feel like this has been one of your better videos for a while now."", 'I enjoy this more personal content. Saying no to people/opportunities is definitely really difficult. I’ve just had a week long meltdown because of exactly this, so this video came at a good time for me! Despite being “retired” (I’m 26, but have a passive income), I still find myself pulled in all directions doing things for other people/feeling like I need to be the best at every new thing I try. It gets to the point where I’m so exhausted/stressed I can’t keep up with my day-to-day jobs and find I’m not enjoying myself at all. Taking a step back and reminding yourself you can’t do everything takes a lot of practice, but I’m getting there.', 'I think you are accomplishing your goals , because  for me no matter how irrelevant how some of your videos look , i just want to watch them coz i know i will learn something that will contribute to an improvement in my  life . Thank you and may the Lord keep on empowering you in your work.', 'thanks for being a buddy on the internet who likes to share his different experiences in life and how you choose to deal with them', 'It’s crazy how because of all your previous videos I’m not just so interested in what you get up to! Love this thanks Ali', '@WASTSAP ➕➊➋➊➐➒⓿➊➏➑➋➏ what does this mean?', 'One thing I know for sure is that you change my day everytime I watch your content.\n\nAs a post-grad young woman I took over my parents business and the pressure to constantly be better is exhausting, until I watch your videos. You make me feel like I’m enough, thank you for that.', 'I just recently found you, and I am so grateful. I am feeling so inspired, and I’m looking forward to binging on your previous videos and learning all I can from you. I love what you said about there are no unique messages, only unique messengers. This really spoke to me. And I love hearing things from you.  The level of your authenticity is mine blowing and so very much appreciated, with so many other people are trying to boil everything down to a formula. I love how you follow your inner voice, get feedback from people you trust. I love your voracious appetite for learning and teaching. Sending you tons of gratitude.', 'Honestly, you are one of the most authentic and helpful YouTubers I have ever come across to, thank you for your hard work and please never stop creating :)', 'Absolutely love how authentic, insightful this vlog is! Its also funny how much I relate to your videos 😅 the daily struggle is real', 'I never stop surprising, how the camera you use is such a high resolution that it manages to capture your ego in a single frame...', ""Whenever I am procrastinating and scrolling through YouTube, EVERYTIME, YouTube recommends me Ali's video and it pumps me to start doing something with my life and make my day productive. Thanks Ali. I am off to shoot my next video and make this free day useful."", ""Assalamualekum, i am a fan from Uzbekistan who has been studying in the UK for 2 years. Really big fan.\nAli this is not judging or forcing or trying to convince you. In my opinion it is time to explore Islam, I have heard some of your opinion about the religion in the Not Overthinking podcast. But try this time one more time to understand what it is and why we should follow the way of prophet Muhammad (p.b.u.h). I hope you will do good research and talk with people and take their opinion and make final decision. Maybe you will make a video of that journey as well but yeah that's my small suggestion. Really really appreciate what you are doing.☘️👍👍""]"
HRz7yUaeTy0,"['🎙 If you liked this, check out my weekly podcast, Deep Dive where I interview entrepreneurs, creators and other inspiring people - https://www.youtube.com/c/DeepDivewithAliAbdaal/', ""What's the use of purchasing *super thanks* to me, what would I get??"", ""Hey sir i have do my journaling,but sometimes i dont feel it works to me \nAnd i don't really know what should i write in my journal book\nGive me some tips if u want please"", '""I can shake off everything as I write; my sorrows disappear, my courage is reborn. "" ~Anne Frank', 'Paper really does have more patience than people.', '\u200b@@fanta20-08class 10th English chapter 4 from the diary of Anne Frank 😂', '@ree_flowers that was written by otto frank. \nWhich Ernst Roemer correctly predicted and was proven right by the Bundeskriminalamt. He also made a surreal amount of money from the book. Indeed very jewish of him', ""Haha sema lol I've read that too in class 10\u200b@@THE_KAHAR_WORLD"", '\u200b@@THE_KAHAR_WORLD I was saying that too 😅😂', 'If you overthink, write.\nIf you underthink, read.\n\nIf you have clarity, create.\nTo have clarity, write.', 'Interesting that the solution to underthinking is to ""read.""\n\nPersonally, reading is a safe distraction for me.\n\nIf I feel like I am not giving the decision the consideration it deserves, I\'m inclined to do more writing, even stream of consciousness.\n\nTell me more about your approach :)', 'just amazing', '❤', '❤', 'Sounds like Dan koe', ""For anyone who is hesitatant to try journalling, trust me, you should definitely try it. U dont have to decorate it or anything but just spending some time when u feel like it to note down what happened and how you feel about it. It doesn't have to be everyday, but just days when you down or have something that you want to let out but can't. It has definitely helped me to feel less stressed and become more optimistic!"", ""I'm simply afraid of someone getting their hands on it"", ""@@Skulltroxx, that's a common fear.\n\nHave you considered journalling digitally?"", '@@Skulltroxxdigital journaling is the better option if you value your privacy', 'So what do I write?', ""\u200b@Skulltroxx I feel the sam way that's why I don't journal anymore."", ""Back in college I didn't realize i was journalling.. I was simply taking notes of whatever in my mind everytime i got stressed because I feel like it had helped me to gain my focus back. Turned out all those notes was helping me to understand the pattern and what kinda things that could triggered me."", 'Journaling should done on regular basis! It can help you gain control of your emotions and improve your mental health. Excited to continue my own journaling journey.', 'I just broke up recently and it’s because of my daily journaling that is keeping sane right now, so yes journaling is an awesome tool for anyone who may be going through a lot in life. Personally, I prefer the traditional way of journaling aka using pencil and a notebook but just do whatever works best for you.', ""Sorry to hear about the break up! I had a break up too in December.\n\nOne of the things that really helped me through it was Pennebaker's journalling technique. I saw it on a Huberman lab episode.\n\nI highly recommend it.\n\nLet me know if you need help getting started :)"", 'I will do the same', '@@thefulcrumCan you please guide me how can i start writing?\nSome things are not really working out rn\nSometimes I feel dizzy in my own thoughts.\nI need to start writing for diversity.', 'Journaling everyday is a very good way to keep your thoughts going.', ""Journaling is more than just writing; it's a form of self-care. Our journals are designed to perfectly suit your personality."", 'Your voice is so very calming and soothing']"
HSJmimPjL5M,"['The idea behind the ebook The Wealth Glitch: Cracking the Money Code really blew my mind. It’s like stumbling upon a hidden shortcut to financial abundance.', 'Biggest winner mentality shift for me came after reading the book The Wealth Glitch: Cracking the Money Code', 'i know tate hates books, but I got recommended from someone on tates old hustlers group about a book ‘25 money secrets from donald trump’ and its honestly life-changing', 'it’s kinda crazy how nobody’s talking about Antozent, they are selling 250 self help books for the price of one', 'Really need to say, the editing is awesome', '🎙 If you liked this, you might like my weekly newsletter where I share actionable productivity tips, practical life advice, and high-quality insights from across the web https://aliabdaal.com/sunday\n\nSubscribe for more content like this x', 'What is the name of the program you are using this montage', 'That level of editing :)', 'For me the biggest mindset change came after reading the book The Wealth Glitch: Cracking the Money Code, since reading it the only thing I think about is money', 'i know tate hates books, but I got recommended from someone on tates old hustlers group about a book ‘The Wealth Glitch: Cracking the Money Code’ and its honestly life-changing', 'I recently started The Art of War, u should do this one next 👀', 'we all know that tate hates books, but at the real world group chat someone mentioned the book The Wealth Glitch: Cracking the Money Code, and its absolutely life- changing', ""Seriously, why is no one discussing 'The Wealth Glitch: Cracking the Money Code'? This forbidden ebook is a goldmine of knowledge that can change your life."", 'The fact that nobody talks about the forbidden book The Wealth Glitch: Cracking the Money Code speaks volumes about how people are stuck in a trance', 'JUST AWESOME 💯❤', ""So it's not about the money. It's about reaching the crossover point in life. Got it 😁"", 'You read?', ""That is truly my point anyway. I'm not very close.  How about you?"", 'this guy is on point', 'Anyone else here obsessed with The Wealth Glitch: Cracking the Money Code? It’s like discovering a secret treasure map for wealth!', 'The idea behind the ebook 25 money secrets from Donald Trump really blew my mind. It’s like stumbling upon a hidden shortcut to financial abundance.', 'it’s kinda crazy how nobody’s talking about the forbidden ebook called The Wealth Glitch: Cracking the Money Code', 'Can you please say part 4 of at the starting', 'In the end the best book is Quran Majeed', 'Yes, Always', '""Endless desire is one of the pitfalls of human nature, and one of the first things you need to cure if you want to get ahead more quickly,"" writes Robin.', 'Any recommendations about how to romanticizing your life ,  both fiction and non-fiction books', 'Amazing ❤', 'The fact that nobody talks about the book The Wealth Glitch: Cracking the Money Code, speaks volumes why people dont earn a lot of money...', 'we all know that tate hates books, but at the real world group chat someone mentioned the book 25 Money Secrets From Donald Trump, and its absolutely life- changing']"
HVRHozw5GA4,"[""No offence but this was the least objective product review I've ever seen"", 'It was.', 'Well he never said its gonna be objective?? Its just his own opinion, stop complaining', 'to be fair it wasnt a product review, it was an unboxing and a first look', ""It's a reaction video, at least read the title before watching a video"", '@@tae126 He changed the title', ""Dude this is a terrible review.  You're comparing years of muscle memory to 5 minutes of use.  For example you can turn off the build a shape in OneNote.  You're also comparing an iPad Pro to a low power small use case device.  A more accurate comparison would be the Surface Pro X"", 'Mister E-Man i dont get you bro, a slow shitty  device is a slow shitty device.  I dont need to be bias towards apple to be frustrated with a slower experience.  Thats on Microsoft that their device is slower than apple’s similar priced equivalent', ""@@jd8184 But it's not at the same price point"", ""@@jd8184 It's 1 third the price"", 'Joshua 😐 at 11:40 he compares it to the base ipad model.  Then he says the base ipad model is still faster.', 'Archduke Franz Ferdinand still doesn’t change anything else i said', ""I'm a fan but this is review is beyond lopsided. Every take sounds like it's rooted in an expectation that can only be appeased by the Apple experience. The comparisons are understandable but disengenuous when you honestly consider what you really would have to pay to get a comparable set up from Apple that would meet the needs of your average student."", ""False, the base ipad with the apple pencil and a third party keyboard case costs roughly thr same as this while offering a frankly superb experience. The lowest model of the surface is frankly atrocious, I dont know why people would buy it. The core m models are a big step up, but then you're paying more than necessary in my opinion."", 'You have to be an MS fan to think the Surface Go base model is a sensible buy if you want to be productive or efficient. If those things do not matter then the fact it is slow and laggy will not be an issue. However, if compared to an iPad or a Duet or Tab s6 Lite the Go Pentium is just an awfully slow experience and it would soon be irksome (knowing how much faster the competition is). There will be people that just want the base model for a very simple workflow but the competition can all do that and they can do the tablet part much much better, so the Go is a hard buy if you are neutral and just want the best product.', ""Yessss, i'm a fan too. But, Ali compares two products with a $400 difference, or more (in the case of MacBook). His comparisons with his Ipad Pro is non sense. If he wanna compare Ipad Pro with a Surface, he should buy a Surface Pro, not Go."", 'TheGamingSailor you aren’t taking into account the fact that buying an iPad standalone isn’t that great. If you really want to use it to it’s full potential you need to be pretty deep into the Apple eco system, which is quite expensive. There are a lot of great tablets that are just as good as an iPad, and are much cheaper. Honestly the, imo, the iPad mini is the only iPad that’s competitively priced. I use it, and it’s great but it’s still quite frustrating since all my other devices are android/windows.', ""Jad Abu Ghaida Try running any of those more intensive apps on the Pentium Go and see how bad it is! Slow to load and it takes much longer to do anything you can do on the other devices. What does the Go do that the others don't?"", 'I got frustrated with this video while watching it on my iPad Pro. Ali you need to setup the windows properly before you initially start using it or everything would be laggy.', 'I love how he says ""my 12.9 inch iPad Pro with Magic Keyboard"" in it\'s entirety every single time lol', 'That’s just the way people with a 12.9 inch 2018 iPad Pro with Magic Keyboard talk. Yes i do have a 12.9 256Go 2018 iPad Pro, how did you notice 😂 ?', ""I've deleted everything I was about to say because I felt like it'll too mean or rude.\n\nBut bruh......."", ""Exactly, usually i like ali's videos, but i think he was attempting to be something in this video which he is not.. 😊"", 'dont compare the GO version with the iPad pro man. Its like comparing an Iphone 11 with a note 3😂', 'Exactly', 'iPad mini would still destroy this fam 😂', 'Yeah, I was just about to comment that 😂😂 He should have compared with the surface pro line up because it is like comparing apple and oranges.', 'coast455 hha，that is very interesting', 'Yh', 'He hamstrung himself by refusing to go with the flow - refusing to use a Microsoft account in the setup process, refusing to enable OneDrive, doing the updates etc. I can bet you $10 he would always co-operate with the iPad/Mac setup process like signing in with your iTunes/App Store ID.']"
HgS5__-Pt74,"['The kids in the lower sets at school believed they were dumb and didn’t push to do better…', 'definitely', 'How are you', 'Then there was me in top set doing no work and dropping out. I think education is too subjective for large classes.', '@@whiskyeet Same here! The education system sucks ass and something needs to be done ASAP. It’s sad to see so many kids become unmotivated to learn because of school 😔', '\u200b@@echoisaway i echo this Totally, as an ex teacher 🎉', ""There's an important difference between having high expectations on someone and believing in them. If you have high expectations on someone, but make them feel like its their obligation to perform then, yes, they will perform well, for now. Believing in someone requires being supportive and genuine that is important for their long-term success."", 'I agree', 'they will perform well now, which will lead to better self esteem and higher self expectations= better performance in the long run too, so yes making someone feel obliged to perform better sounds toxic but performance wise it is good for the short and long term both', ""\u200b@@borojv tell that to my cousin who's now totally lost in life and don't know what to do anymore after years on high expectations from their family"", 'Rule 3: Make friends with people who want the best for you.', 'Rule 1 and 2?', '@@kanchandas2082 I quoted from Jordan Peterson\'s book ""12 Rules for Life"".', 'how?', 'Rule 4: Shill for 🇮🇱👃', ""yup it's true. My teacher once complimented my athletic performance and had high hopes for me in the upcoming sports day. Next thing i knew i was standing on the stage holding 1st prizes on three different sports."", 'Laughs in Asian Household', 'Me right how', 'They have high and low expectations same time 🙆', 'I actually think I took control of this effect and it is no longer holding me back. I worked on myself and now I’m confident in who I am and my abilities and I stopped being around people who make me feel inferior. This makes me feel good because I genuinely think I am on the right path :)', ""It's crazy how accurate this is, I've experienced it myself. Dayum"", ""To be honest, I perform Average when my teachers expect more from me, but I top the class when they don't believe in me.😂"", 'How are you', 'So you do well out of spite.', '@@unstabledefusionI mean that’s how I function, how else would I be able to get better, by believing In myself? That’s a cowards way, thinking you are actually enough.', ""What if it's still in effect. In wanting to prove them wrong, you want to show that you are better than their expectations a.k.a. you believe in yourself."", '😅 same for me actually', 'my father had high expectation of me when i was in school, but he didn\'t believe i can do it and he would always criticize me if there was one of my friends who got higher score than me. I would be very depressed and did badly in school. so i guess ""expectation"" and ""believe"" need to come hand in hand', 'Yeah true...it is termed as ""self-fulfilling prophecies"" in the subject of sociology', 'I love the concept of self-fulfilling prophecies, they are fascinating']"
HoqjLxRBIMQ,"[""You have to remember Medicine is also a practical field so although grades are important i'd rather have someone who can get things done than just a bookworm."", 'true that!', 'One thing ive noticed working in emergency medicine, is that you need that proper balance of someone who is smart... But not TO smart where they think theyre smarter than everyone else and NEVER study, or learn somthing new.     Along with a balance of someone who is willing to ACT.', '@eveakj im actually doing medicine so yeah go ahead and delete your comment', '@@eveakj My english is actually very good its my first language, I’m not a turban wearer and I’ll continue to enjoy my world :)', 'Agree with you.', 'For international students from developing countries, Europe is a much more affordable option than the UK to study medicine', 'Can you name some countries in EU which are more affordable \nPlease', 'Do not use agencies. Agencies charge €2000-€5000 unnecessarily. I applied straight to the uni and didn’t cost me more than €200 to get all the documents notarized, translated and posted.', 'Very true!', 'Hi Kessy, Could you tell me how to demonstrate the authenticity of study documents submitted for recognition/equivalence purposes if my country is not part of the Hague Convention. What additional authentication need to be carried out. How did you notarize your documents. Thank you!', 'this is so important i wish i could tell more people about this', '@@YarushaPaul but why? some agencies take care of you and mother you through the whole process. i dont see why you wouldnt want that?', '@@Rachel_Tensions i guess it depends on the agency and your personal experience. a lot of people would agree with me when i say that it is entirely possible to do the application process on your own without having to give pretty much an entire semester fee extra to an agency whose only role in the whole process is to handle a few papers a process i personally dont think should cost so much. especially when the representatives of such agencies dont care about helping the students and their sole interest is in your money.', 'Just to let you know the students do get in to uni, for example at pleven uni like he mentioned they took in 300 people last year but only 150 made it past year 2 (pre-clinical) \nSo be aware it might be easier to get in with entrance exams but there is a work load! \nGood luck everyone', 'Means half of the students failed to pass', '@@kumarsundaram1450 yess', 'Your timing mate....impeccable', '💀🤣', 'For those looking down on individuals who study medicine/dentistry in east europe, should know that these institutions jave a very long history of producing good medics. after all during the communist period many nations sent their students there. its always been a palce of learnig the difference is much more ppl are now flocking to it. as long as its approved by gdc gmc then i dont see why there is a fuss. in America those that studied in east europe are sought after than a uk graduate with a bds or mbbs', '100% agree^^ I recommend checking out @englishstudentunion on instagram for anyone who wants to see what being a medical student in europe is like', ""apparently having zero standards produces good doctors...hmm ok, cool. ALL students there EXCLUSIVELY are there because they couldn't get anywhere else... You wanna compare that degree with medical degrees from Germany or the UK? I know people that left Germany because they couldn't take the pressure anymore or because they failed the course and found these eastern europe degrees a breeze.. What does that tell you? That the level of education is the same???"", ""@@theonoi2908  so are you saying that uk and Germany are the only places that produces good Doctors? \nI disagree. UK has over 30% medics that have come from ASIA. They are one of the best medics you could ask for and same for eastern Europeans. Having medics from different parts of the world gives work place a variety of input. \nAlso, you must be narrow minded to think that other countries dont do a good degree.\n\nIf you want send me a DM, I will give you eastern unis physiology syllabus ;) let's see how you cope with 120 topics. \n\nPS. CANT SAY THING ENOUGH THAT NOT EVERYONE THAT GETS IN GRADUATES. Many people cant make it!! Per year there might 200 enrolling but around 120 graduate !! Or less"", 'Theonoi actually there are many people from the UK (not just Eastern Europeans) who go over to Eastern Europe to get medical procedures done even though they have to pay for them there as there are much better doctors and also Eastern European doctors tend to screw up a', ""@@theonoi2908 What I can say is that its hard to get into medical school in the UK because of supply and demand. There are too many people who want to do medicine vs how many spots there are. Go back 30 years and it was much much easier; in fact most of the senior doctor consultants who practice in UK hospitals probably wouldn't have got in if they were students today.\nFurthermore the UK has a massive shortage of Dr graduates, and with many Junior docs leaving the UK because of how poorly we are paid, this shortage will increase to over 30%. We need folk going to study medicine abroad and then come back to the UK to practice or else we're all screwed."", 'I’m studying at the Jessenius Faculty of Medicine in Slovakia. This helped explaining how the environment in Central Europe is like. 👍', ""And how's that going? How do you compare Jessenius uni to Comenius uni (Bratislava vs. Martin)? I'd like to ask few more questions if you don't mind and you're open to it?"", 'Greetings from Poland! 😍❤️🇵🇱', 'Natalia Geronin hows medicine in Poland?', ""I study at the medical university of Vienna in Austria(which is not easteurope but I guess it counts), which is seen as a good medical university in Europe and worldwide. Depending on multiple rankings it is in the top 50 or at least top 100 worldwide and the third to fifth best German speaking  university for medicine in the most liveable city of the world. You have to pass an entrance exam to get in the program and to study for free. To be honest it is way harder for foreigners to compete in this test ((and it is more difficult than getting A grades in class). As a foreigner you have to be the best person out of 20 on average (mostly well prepared and motivated persons from Germany (for Austrians1:10). The test ist called Medat and requires 9 hours of pure concentration. You have to answer very difficult questions concerning biology math chemistry and physics in addition to an sort of iq test. Many people fail this test many times until they give up. It is not easier to get in at all. A grades don't give you any kind of advantage for this test. You have to compete on one day and resist tremendous psychological pressure because when you fail you have to wait one year to repeat the entrance exam. In addition to this you have 8217 candidates this year for 740 places to study who write the test next to you in gigantic halls. Sorry for any mistakes I made but I don't want to check this again✌️""]"
HuX3yT4rvDs,"['🎬 Check out my FREE 36-video online masterclass on how to study for exams - https://skl.sh/2UOx68x', 'how to create the toggle thing on notion', '@@ritesha8050 hit the slash button on the keyboard and press T, it’ll bring up the options that start with T, or click the edit button next to the thing you wanna edit, or just select it and click “turn into” and then “toggle”', '@@sigh_yuri thx it took me 2h to know how to do it😂😂', 'I am also a medicine graduate from oxford  university', ""Mm McDonald's :D"", 'I’m starting to believe that your day has more than 24 hours. That would make sense.', 'LMFAO THIS COMMENT', 'Right it has to be at least 27', 'he is praticing the 40h a day ling ling challenge', '@@kiryls1207 Greetings TwoSet Fan', '40 hours', '""I procrastinate by cleaning the house, washing the dishes and making my kitchen sparkly""\nI\'m rethinking life now', ""Right cause that's way too active to be called procrastination"", '@@Becachece But tbh it’s genius, because then you realize that your house is now very sparkly and you still have free time because you were just procrastinating by cleaning! GENIUS!', 'Fear and anxiety is coming for you. 🐥', 'Dude, you’re so damn interesting. I feel like a potato now...', 'Procrastination meant for doing NOTHING', 'His form of procrastination is cleaning the kitchen....', 'I guess that joke in the phd movies where instead of working on a thesis the main character was cleaning her apartment was based on real examples.', '@@beskamir5977 what the heck hahaha', 'My form of procrastination is masterbation', '@@DomainAspect weve all been there', 'this is why I’m not gonna end up a doctor', 'instead of studying i spent my time watching this.', 'Don’t watch the fagala then', '😂😂', 'Man, this guy motivates me to study like no one else', ""Same! Ali, you're an inspiration to many! Keep doing what you do—saving lives, popularising effective learning strategies, and inspiring people!"", 'Ali’s becoming a full on studytuber - I approve!']"
